date,new_infections,new_hospitalisations,daily_incidence_corrected,I_proxy,H_proxy
2022-10-10,68151,638,0.0,0.0,2713.0
2022-10-11,46217,615,0.0,0.0,2806.0
2022-10-12,45221,611,0.0,0.0,2848.0
2022-10-13,39394,512,0.0,0.0,2815.0
2022-10-14,38958,591,0.0,0.0,2967.0
2022-10-15,29059,454,0.0,0.0,2783.0
2022-10-16,11714,399,0.0,0.0,2567.0
2022-10-17,53187,515,0.0,0.0,2471.0
2022-10-18,33915,511,0.0,0.0,2470.0
2022-10-19,31854,407,0.0,0.0,2286.0
2022-10-20,24778,399,0.0,0.0,2231.0
2022-10-21,18467,253,0.0,0.0,2085.0
2022-10-22,11873,91,0.0,0.0,1661.0
2022-10-23,489,11,0.0,0.0,1161.0
