Date,I_data,H_data
2022-07-08,0.0,4895.0
2022-07-09,0.0,4744.0
2022-07-10,0.0,4502.0
2022-07-11,0.0,4564.0
2022-07-12,0.0,4554.0
2022-07-13,0.0,4554.0
2022-07-14,0.0,4720.0
2022-07-15,0.0,4947.0
2022-07-16,0.0,4737.0
2022-07-17,0.0,4419.0
2022-07-18,0.0,4478.0
2022-07-19,0.0,4444.0
2022-07-20,0.0,4491.0
2022-07-21,0.0,4609.0
2022-07-22,0.0,4823.0
2022-07-23,0.0,4550.0
2022-07-24,0.0,4210.0
2022-07-25,0.0,4123.0
2022-07-26,0.0,4044.0
2022-07-27,0.0,3942.0
2022-07-28,0.0,3946.0
2022-07-29,0.0,3987.0
2022-07-30,0.0,3676.0
2022-07-31,0.0,3287.0
2022-08-01,0.0,3207.0
2022-08-02,0.0,3171.0
2022-08-03,0.0,3099.0
2022-08-04,0.0,3069.0
2022-08-05,0.0,3186.0
2022-08-06,0.0,2973.0
2022-08-07,0.0,2689.0
2022-08-08,0.0,2640.0
2022-08-09,0.0,2685.0
2022-08-10,0.0,2635.0
2022-08-11,0.0,2611.0
2022-08-12,0.0,2620.0
2022-08-13,0.0,2417.0
2022-08-14,0.0,2120.0
2022-08-15,0.0,1920.0
2022-08-16,0.0,1907.0
2022-08-17,0.0,1945.0
2022-08-18,0.0,1998.0
2022-08-19,0.0,2093.0
2022-08-20,0.0,2116.0
2022-08-21,0.0,1948.0
2022-08-22,0.0,1882.0
2022-08-23,0.0,1912.0
2022-08-24,0.0,1888.0
2022-08-25,0.0,1836.0
2022-08-26,0.0,1889.0
2022-08-27,0.0,1795.0
2022-08-28,0.0,1607.0
2022-08-29,0.0,1579.0
2022-08-30,0.0,1613.0
2022-08-31,0.0,1589.0
2022-09-01,0.0,1639.0
2022-09-02,0.0,1706.0
2022-09-03,0.0,1605.0
2022-09-04,0.0,1483.0
2022-09-05,0.0,1473.0
2022-09-06,0.0,1403.0
2022-09-07,0.0,1412.0
2022-09-08,0.0,1445.0
2022-09-09,0.0,1478.0
2022-09-10,0.0,1404.0
2022-09-11,0.0,1318.0
2022-09-12,0.0,1290.0
2022-09-13,0.0,1291.0
2022-09-14,0.0,1326.0
2022-09-15,0.0,1357.0
2022-09-16,0.0,1455.0
2022-09-17,0.0,1421.0
2022-09-18,0.0,1319.0
2022-09-19,0.0,1324.0
2022-09-20,0.0,1363.0
2022-09-21,0.0,1347.0
2022-09-22,0.0,1384.0
2022-09-23,0.0,1505.0
2022-09-24,0.0,1497.0
2022-09-25,0.0,1457.0
2022-09-26,0.0,1610.0
2022-09-27,0.0,1765.0
2022-09-28,0.0,1932.0
2022-09-29,0.0,2120.0
2022-09-30,0.0,2302.0
2022-10-01,0.0,2314.0
2022-10-02,0.0,2254.0
2022-10-03,0.0,2350.0
2022-10-04,0.0,2414.0
2022-10-05,0.0,2548.0
2022-10-06,0.0,2620.0
2022-10-07,0.0,2801.0
2022-10-08,0.0,2774.0
2022-10-09,0.0,2669.0
2022-10-10,0.0,2713.0
2022-10-11,0.0,2806.0
2022-10-12,0.0,2848.0
2022-10-13,0.0,2815.0
2022-10-14,0.0,2967.0
2022-10-15,0.0,2783.0
2022-10-16,0.0,2567.0
2022-10-17,0.0,2471.0
2022-10-18,0.0,2470.0
2022-10-19,0.0,2286.0
2022-10-20,0.0,2231.0
2022-10-21,0.0,2085.0
2022-10-22,0.0,1661.0
2022-10-23,0.0,1161.0
